time	V(1)	V(5)	V(6)
2.299612896982341e-001	-1.624290e+002	2.122354e+001	-2.122354e+001
2.307031320248738e-001	-1.422700e+002	1.840986e+001	-1.840986e+001
2.315288320725887e-001	-1.069319e+002	1.385740e+001	-1.385740e+001
2.321990525143255e-001	-7.049911e+001	9.184358e+000	-9.184358e+000
2.328142870754740e-001	-3.305302e+001	4.312217e+000	-4.312217e+000
2.334276846160270e-001	6.045556e+000	-7.916311e-001	7.916311e-001
2.339863509245152e-001	4.142946e+001	-5.350924e+000	5.350924e+000
2.349629134245152e-001	9.799090e+001	-1.252287e+001	1.252287e+001
2.359394759245152e-001	1.414202e+002	-1.831615e+001	1.831615e+001
2.365534332129688e-001	1.592905e+002	-2.091627e+001	2.091627e+001
2.368752677783159e-001	1.653069e+002	-2.179239e+001	2.179239e+001
2.371341771553269e-001	1.683859e+002	-2.220690e+001	2.220690e+001
2.374122330373561e-001	1.699070e+002	-2.239704e+001	2.239704e+001
2.377173685849267e-001	1.694295e+002	-2.230766e+001	2.230766e+001
2.381037924906041e-001	1.656149e+002	-2.171028e+001	2.171028e+001
2.387298989017706e-001	1.520516e+002	-1.967909e+001	1.967909e+001
2.397064614017706e-001	1.145008e+002	-1.462928e+001	1.462928e+001
2.406830239017706e-001	6.160530e+001	-7.868763e+000	7.868763e+000
2.416595864017706e-001	4.537629e-001	-5.340779e-002	5.340779e-002
2.426361489017706e-001	-6.075858e+001	7.769414e+000	-7.769414e+000
2.436127114017706e-001	-1.138284e+002	1.455133e+001	-1.455133e+001
2.445892739017706e-001	-1.516436e+002	1.977735e+001	-1.977735e+001
2.450070624552329e-001	-1.618189e+002	2.130861e+001	-2.130861e+001
2.452981909393219e-001	-1.665522e+002	2.196247e+001	-2.196247e+001
2.455777923428352e-001	-1.692117e+002	2.230920e+001	-2.230920e+001
2.458853662163320e-001	-1.699673e+002	2.240779e+001	-2.240779e+001
2.461680573443238e-001	-1.686483e+002	2.220000e+001	-2.220000e+001
2.466278129366421e-001	-1.624317e+002	2.122394e+001	-2.122394e+001
2.473695691573898e-001	-1.422780e+002	1.841198e+001	-1.841198e+001
2.481929693136604e-001	-1.070579e+002	1.387464e+001	-1.387464e+001
2.488631114504621e-001	-7.065115e+001	9.204109e+000	-9.204109e+000
2.494787477266748e-001	-3.319169e+001	4.330221e+000	-4.330221e+000
2.500926582458219e-001	5.937119e+000	-7.774587e-001	7.774587e-001
2.506518395623516e-001	4.135623e+001	-5.341341e+000	5.341341e+000
2.516284020623516e-001	9.792920e+001	-1.251499e+001	1.251499e+001
2.526049645623516e-001	1.413782e+002	-1.831027e+001	1.831027e+001
2.532196441281044e-001	1.592803e+002	-2.091472e+001	2.091472e+001
2.535415963575456e-001	1.653018e+002	-2.179173e+001	2.179173e+001
2.538004230940246e-001	1.683822e+002	-2.220637e+001	2.220637e+001
2.540788059503329e-001	1.699068e+002	-2.239693e+001	2.239693e+001
2.543840003728076e-001	1.694297e+002	-2.230768e+001	2.230768e+001
2.547704024370259e-001	1.656157e+002	-2.171041e+001	2.171041e+001
2.553964741290093e-001	1.520542e+002	-1.967945e+001	1.967945e+001
2.563730366290093e-001	1.145052e+002	-1.462984e+001	1.462984e+001
2.573495991290093e-001	6.161076e+001	-7.869467e+000	7.869467e+000
2.583261616290093e-001	4.596231e-001	-5.416238e-002	5.416238e-002
2.593027241290093e-001	-6.075311e+001	7.768709e+000	-7.768709e+000
2.602792866290093e-001	-1.138240e+002	1.455077e+001	-1.455077e+001
2.612558491290093e-001	-1.516409e+002	1.977696e+001	-1.977696e+001
2.616736948435717e-001	-1.618182e+002	2.130850e+001	-2.130850e+001
2.619648319814595e-001	-1.665518e+002	2.196243e+001	-2.196243e+001
2.622444281601146e-001	-1.692115e+002	2.230918e+001	-2.230918e+001
2.625519781102748e-001	-1.699674e+002	2.240780e+001	-2.240780e+001
2.628346348301633e-001	-1.686490e+002	2.220011e+001	-2.220011e+001
2.632943348339308e-001	-1.624344e+002	2.122436e+001	-2.122436e+001
2.640360041421995e-001	-1.422862e+002	1.841412e+001	-1.841412e+001
2.648570874833033e-001	-1.071847e+002	1.389200e+001	-1.389200e+001
2.655271499060392e-001	-7.080432e+001	9.224007e+000	-9.224007e+000
2.661431934963959e-001	-3.333127e+001	4.348342e+000	-4.348342e+000
2.667576202132917e-001	5.827933e+000	-7.631888e-001	7.631888e-001
2.673173173749528e-001	4.128233e+001	-5.331669e+000	5.331669e+000
2.682938798749528e-001	9.786691e+001	-1.250704e+001	1.250704e+001
2.692704423749528e-001	1.413359e+002	-1.830433e+001	1.830433e+001
2.698858507822914e-001	1.592700e+002	-2.091315e+001	2.091315e+001
2.702079217864823e-001	1.652967e+002	-2.179106e+001	2.179106e+001
2.704666651083368e-001	1.683784e+002	-2.220583e+001	2.220583e+001
2.707453779901742e-001	1.699066e+002	-2.239682e+001	2.239682e+001
2.710506318357898e-001	1.694299e+002	-2.230770e+001	2.230770e+001
2.714370118550700e-001	1.656165e+002	-2.171054e+001	2.171054e+001
2.720630485042694e-001	1.520569e+002	-1.967983e+001	1.967983e+001
2.730396110042694e-001	1.145095e+002	-1.463041e+001	1.463041e+001
2.740161735042694e-001	6.161627e+001	-7.870177e+000	7.870177e+000
2.749927360042694e-001	4.655379e-001	-5.492394e-002	5.492394e-002
2.759692985042694e-001	-6.074758e+001	7.767997e+000	-7.767997e+000
2.769458610042694e-001	-1.138197e+002	1.455020e+001	-1.455020e+001
2.779224235042694e-001	-1.516382e+002	1.977657e+001	-1.977657e+001
2.783403269123230e-001	-1.618176e+002	2.130839e+001	-2.130839e+001
2.786314727847448e-001	-1.665515e+002	2.196238e+001	-2.196238e+001
2.789110636899289e-001	-1.692114e+002	2.230915e+001	-2.230915e+001
2.792185894938047e-001	-1.699674e+002	2.240782e+001	-2.240782e+001
2.795012114849353e-001	-1.686497e+002	2.220023e+001	-2.220023e+001
2.799608553818875e-001	-1.624372e+002	2.122477e+001	-2.122477e+001
2.807024369661189e-001	-1.422944e+002	1.841628e+001	-1.841628e+001
2.815211864206642e-001	-1.073124e+002	1.390948e+001	-1.390948e+001
2.821911676958607e-001	-7.095862e+001	9.244051e+000	-9.244051e+000
2.828076243081670e-001	-3.347177e+001	4.366580e+000	-4.366580e+000
2.834225704632755e-001	5.717994e+000	-7.488214e-001	7.488214e-001
2.839827843010827e-001	4.120773e+001	-5.321910e+000	5.321910e+000
2.849593468010827e-001	9.780402e+001	-1.249901e+001	1.249901e+001
2.859359093010827e-001	1.412932e+002	-1.829833e+001	1.829833e+001
2.865520531496801e-001	1.592596e+002	-2.091157e+001	2.091157e+001
2.868742440462516e-001	1.652916e+002	-2.179038e+001	2.179038e+001
2.871329031746603e-001	1.683746e+002	-2.220529e+001	2.220529e+001
2.874119491516479e-001	1.699064e+002	-2.239670e+001	2.239670e+001
2.877172629719246e-001	1.694301e+002	-2.230772e+001	2.230772e+001
2.881036207415669e-001	1.656174e+002	-2.171068e+001	2.171068e+001
2.887296220224362e-001	1.520595e+002	-1.968020e+001	1.968020e+001
2.897061845224362e-001	1.145139e+002	-1.463098e+001	1.463098e+001
2.906827470224362e-001	6.162183e+001	-7.870894e+000	7.870894e+000
2.916593095224362e-001	4.715077e-001	-5.569272e-002	5.569272e-002
2.926358720224362e-001	-6.074201e+001	7.767279e+000	-7.767279e+000
2.936124345224362e-001	-1.138152e+002	1.454963e+001	-1.454963e+001
2.945889970224362e-001	-1.516356e+002	1.977617e+001	-1.977617e+001
2.950069586595637e-001	-1.618169e+002	2.130828e+001	-2.130828e+001
2.952981133477417e-001	-1.665512e+002	2.196232e+001	-2.196232e+001
2.955776989305513e-001	-1.692112e+002	2.230913e+001	-2.230913e+001
2.958852003638554e-001	-1.699675e+002	2.240784e+001	-2.240784e+001
2.961677873036473e-001	-1.686505e+002	2.220034e+001	-2.220034e+001
2.966273745724007e-001	-1.624400e+002	2.122519e+001	-2.122519e+001
2.973688676161257e-001	-1.423026e+002	1.841846e+001	-1.841846e+001
2.981852659631171e-001	-1.074410e+002	1.392708e+001	-1.392708e+001
2.988551646324977e-001	-7.111407e+001	9.264244e+000	-9.264244e+000
2.994720400863183e-001	-3.361319e+001	4.384938e+000	-4.384938e+000
3.000875089416135e-001	5.607299e+000	-7.343557e-001	7.343557e-001
3.006482402805124e-001	4.113245e+001	-5.312061e+000	5.312061e+000
3.016248027805124e-001	9.774055e+001	-1.249090e+001	1.249090e+001
3.026013652805124e-001	1.412500e+002	-1.829227e+001	1.829227e+001
3.032182512047687e-001	1.592491e+002	-2.090997e+001	2.090997e+001
3.035405631182422e-001	1.652864e+002	-2.178970e+001	2.178970e+001
3.037991372697173e-001	1.683708e+002	-2.220474e+001	2.220474e+001
3.040785194295941e-001	1.699061e+002	-2.239658e+001	2.239658e+001
3.043838937792904e-001	1.694303e+002	-2.230773e+001	2.230773e+001
3.047702290933911e-001	1.656182e+002	-2.171082e+001	2.171082e+001
3.053961946784662e-001	1.520622e+002	-1.968058e+001	1.968058e+001
3.063727571784662e-001	1.145184e+002	-1.463155e+001	1.463155e+001
3.073493196784662e-001	6.162745e+001	-7.871618e+000	7.871618e+000
3.083258821784662e-001	4.775326e-001	-5.646874e-002	5.646874e-002
3.093024446784662e-001	-6.073638e+001	7.766553e+000	-7.766553e+000
3.102790071784662e-001	-1.138107e+002	1.454905e+001	-1.454905e+001
3.112555696784662e-001	-1.516328e+002	1.977577e+001	-1.977577e+001
3.116735900833973e-001	-1.618162e+002	2.130817e+001	-2.130817e+001
3.119647536690341e-001	-1.665508e+002	2.196227e+001	-2.196227e+001
3.122443338802797e-001	-1.692110e+002	2.230910e+001	-2.230910e+001
3.125518107174043e-001	-1.699676e+002	2.240786e+001	-2.240786e+001
3.128343622813772e-001	-1.686512e+002	2.220046e+001	-2.220046e+001
3.132938923974739e-001	-1.624428e+002	2.122562e+001	-2.122562e+001
3.140352960793804e-001	-1.423110e+002	1.842065e+001	-1.842065e+001
3.148493259462404e-001	-1.075704e+002	1.394480e+001	-1.394480e+001
3.155191405262547e-001	-7.127067e+001	9.284585e+000	-9.284585e+000
3.161364407560607e-001	-3.375554e+001	4.403413e+000	-4.403413e+000
3.167524355952299e-001	5.495843e+000	-7.197917e-001	7.197917e-001
3.173136852541001e-001	4.105648e+001	-5.302123e+000	5.302123e+000
3.182902477541001e-001	9.767648e+001	-1.248272e+001	1.248272e+001
3.192668102541001e-001	1.412064e+002	-1.828615e+001	1.828615e+001
3.198844449224344e-001	1.592384e+002	-2.090836e+001	2.090836e+001
3.202068789841297e-001	1.652811e+002	-2.178901e+001	2.178901e+001
3.204653673705848e-001	1.683669e+002	-2.220419e+001	2.220419e+001
3.207450888189324e-001	1.699059e+002	-2.239647e+001	2.239647e+001
3.210505242559952e-001	1.694305e+002	-2.230775e+001	2.230775e+001
3.214368369074649e-001	1.656191e+002	-2.171096e+001	2.171096e+001
3.220627664673927e-001	1.520650e+002	-1.968096e+001	1.968096e+001
3.230393289673927e-001	1.145229e+002	-1.463213e+001	1.463213e+001
3.240158914673927e-001	6.163312e+001	-7.872347e+000	7.872347e+000
3.249924539673927e-001	4.836132e-001	-5.725131e-002	5.725131e-002
3.259690164673927e-001	-6.073070e+001	7.765822e+000	-7.765822e+000
3.269455789673927e-001	-1.138062e+002	1.454847e+001	-1.454847e+001
3.279221414673927e-001	-1.516301e+002	1.977536e+001	-1.977536e+001
3.283402211819561e-001	-1.618155e+002	2.130805e+001	-2.130805e+001
3.286313937472273e-001	-1.665505e+002	2.196222e+001	-2.196222e+001
3.289109685374376e-001	-1.692108e+002	2.230908e+001	-2.230908e+001
3.292184205514737e-001	-1.699677e+002	2.240788e+001	-2.240788e+001
3.295009364132766e-001	-1.686520e+002	2.220057e+001	-2.220057e+001
3.299604088492293e-001	-1.624456e+002	2.122604e+001	-2.122604e+001
3.307017223432334e-001	-1.423194e+002	1.842287e+001	-1.842287e+001
3.315133662037828e-001	-1.077007e+002	1.396264e+001	-1.396264e+001
3.321830951851238e-001	-7.142842e+001	9.305077e+000	-9.305077e+000
3.328008262435614e-001	-3.389881e+001	4.422009e+000	-4.422009e+000
3.334173503722106e-001	5.383625e+000	-7.051286e-001	7.051286e-001
3.339791191638706e-001	4.097980e+001	-5.292094e+000	5.292094e+000
3.349556816638706e-001	9.761181e+001	-1.247446e+001	1.247446e+001
3.359322441638706e-001	1.411624e+002	-1.827998e+001	1.827998e+001
3.365506342779636e-001	1.592277e+002	-2.090673e+001	2.090673e+001
3.368731916258985e-001	1.652758e+002	-2.178831e+001	2.178831e+001
3.371315934547224e-001	1.683630e+002	-2.220363e+001	2.220363e+001
3.374116573146676e-001	1.699057e+002	-2.239635e+001	2.239635e+001
3.377171544001783e-001	1.694306e+002	-2.230777e+001	2.230777e+001
3.381034441807618e-001	1.656199e+002	-2.171110e+001	2.171110e+001
3.387293373843316e-001	1.520677e+002	-1.968135e+001	1.968135e+001
3.397058998843316e-001	1.145274e+002	-1.463272e+001	1.463272e+001
3.406824623843316e-001	6.163884e+001	-7.873084e+000	7.873084e+000
3.416590248843316e-001	4.897496e-001	-5.804140e-002	5.804140e-002
3.426355873843316e-001	-6.072497e+001	7.765084e+000	-7.765084e+000
3.436121498843316e-001	-1.138017e+002	1.454788e+001	-1.454788e+001
3.445887123843316e-001	-1.516273e+002	1.977496e+001	-1.977496e+001
3.450068519534031e-001	-1.618148e+002	2.130794e+001	-2.130794e+001
3.452980335809497e-001	-1.665501e+002	2.196217e+001	-2.196217e+001
3.455776029003762e-001	-1.692106e+002	2.230905e+001	-2.230905e+001
3.458850298631360e-001	-1.699677e+002	2.240789e+001	-2.240789e+001
3.461675096945781e-001	-1.686527e+002	2.220070e+001	-2.220070e+001
3.466269239199213e-001	-1.624485e+002	2.122647e+001	-2.122647e+001
3.473681463952454e-001	-1.423279e+002	1.842510e+001	-1.842510e+001
3.481773865676368e-001	-1.078318e+002	1.398060e+001	-1.398060e+001
3.488470284147479e-001	-7.158736e+001	9.325720e+000	-9.325720e+000
3.494651964760323e-001	-3.404301e+001	4.440723e+000	-4.440723e+000
3.500822532218941e-001	5.270640e+000	-6.900627e-001	6.900627e-001
3.506510106177957e-001	4.130470e+001	-5.333031e+000	5.333031e+000
3.516275731177957e-001	9.788577e+001	-1.250948e+001	1.250948e+001
3.526041356177957e-001	1.413487e+002	-1.830616e+001	1.830616e+001
3.532193233859295e-001	1.592731e+002	-2.091365e+001	2.091365e+001
3.535413584295485e-001	1.652983e+002	-2.179129e+001	2.179129e+001
3.538001270056125e-001	1.683796e+002	-2.220603e+001	2.220603e+001
3.540787399717337e-001	1.699066e+002	-2.239688e+001	2.239688e+001
3.543839758270292e-001	1.694298e+002	-2.230772e+001	2.230772e+001
3.547703625204111e-001	1.656163e+002	-2.171054e+001	2.171054e+001
3.553964097788241e-001	1.520561e+002	-1.967975e+001	1.967975e+001
3.563729722788241e-001	1.145082e+002	-1.463027e+001	1.463027e+001
3.573495347788241e-001	6.161460e+001	-7.869993e+000	7.869993e+000
3.583260972788241e-001	4.637472e-001	-5.472419e-002	5.472419e-002
3.593026597788241e-001	-6.074926e+001	7.768182e+000	-7.768182e+000
3.602792222788241e-001	-1.138210e+002	1.455034e+001	-1.455034e+001
3.612557847788241e-001	-1.516391e+002	1.977665e+001	-1.977665e+001
3.616736707201959e-001	-1.618177e+002	2.130840e+001	-2.130840e+001
3.619648139482267e-001	-1.665516e+002	2.196236e+001	-2.196236e+001
3.622444064499467e-001	-1.692114e+002	2.230913e+001	-2.230913e+001
3.625519395641142e-001	-1.699674e+002	2.240779e+001	-2.240779e+001
3.628345720693819e-001	-1.686495e+002	2.220016e+001	-2.220016e+001
3.632942329527054e-001	-1.624364e+002	2.122462e+001	-2.122462e+001
3.640358410955737e-001	-1.422919e+002	1.842143e+001	-1.842143e+001
3.648424040169256e-001	-1.079135e+002	1.399230e+001	-1.399230e+001
3.655118480418012e-001	-7.169470e+001	9.339676e+000	-9.339676e+000
3.661304159296493e-001	-3.413388e+001	4.452487e+000	-4.452487e+000
3.667479665131284e-001	5.209569e+000	-6.814366e-001	6.814366e-001
3.673306632932719e-001	4.211152e+001	-5.435223e+000	5.435223e+000
3.683072257932719e-001	9.856503e+001	-1.259629e+001	1.259629e+001
3.692837882932719e-001	1.418094e+002	-1.837093e+001	1.837093e+001
3.698910106427635e-001	1.593853e+002	-2.093079e+001	2.093079e+001
3.702117499846198e-001	1.653539e+002	-2.179865e+001	2.179865e+001
3.704714288661428e-001	1.684202e+002	-2.221194e+001	2.221194e+001
3.707464395958962e-001	1.699088e+002	-2.239819e+001	2.239819e+001
3.710510267772141e-001	1.694278e+002	-2.230761e+001	2.230761e+001
3.714376541118208e-001	1.656072e+002	-2.170913e+001	2.170913e+001
3.720640838864554e-001	1.520272e+002	-1.967575e+001	1.967575e+001
3.730406463864554e-001	1.144605e+002	-1.462417e+001	1.462417e+001
3.740172088864554e-001	6.155442e+001	-7.862307e+000	7.862307e+000
3.749937713864554e-001	3.991821e-001	-4.647870e-002	4.647870e-002
3.759703338864554e-001	-6.080956e+001	7.775881e+000	-7.775881e+000
3.769468963864554e-001	-1.138689e+002	1.455646e+001	-1.455646e+001
3.779234588864554e-001	-1.516682e+002	1.978087e+001	-1.978087e+001
3.783407150415415e-001	-1.618252e+002	2.130953e+001	-2.130953e+001
3.786317629305494e-001	-1.665552e+002	2.196284e+001	-2.196284e+001
3.789114130007837e-001	-1.692135e+002	2.230933e+001	-2.230933e+001
3.792192096900998e-001	-1.699666e+002	2.240753e+001	-2.240753e+001
3.795022212865076e-001	-1.686416e+002	2.219884e+001	-2.219884e+001
3.799624946058684e-001	-1.624062e+002	2.122001e+001	-2.122001e+001
3.807050602313885e-001	-1.422023e+002	1.841066e+001	-1.841066e+001
3.815086156842882e-001	-1.079361e+002	1.399649e+001	-1.399649e+001
3.821777296828019e-001	-7.174032e+001	9.345628e+000	-9.345628e+000
3.827966536353095e-001	-3.416081e+001	4.455918e+000	-4.455918e+000
3.834146531749988e-001	5.210850e+000	-6.809282e-001	6.809282e-001
3.840112796388934e-001	4.297708e+001	-5.544962e+000	5.544962e+000
3.849878421388934e-001	9.929208e+001	-1.268920e+001	1.268920e+001
3.859644046388934e-001	1.423005e+002	-1.844005e+001	1.844005e+001
3.865630609364115e-001	1.595050e+002	-2.094907e+001	2.094907e+001
3.868824122856208e-001	1.654131e+002	-2.180650e+001	2.180650e+001
3.871430671025971e-001	1.684633e+002	-2.221820e+001	2.221820e+001
3.874142143775670e-001	1.699111e+002	-2.239959e+001	2.239959e+001
3.877181056784889e-001	1.694257e+002	-2.230748e+001	2.230748e+001
3.881049911543149e-001	1.655975e+002	-2.170762e+001	2.170762e+001
3.887318312425360e-001	1.519962e+002	-1.967146e+001	1.967146e+001
3.897083937425360e-001	1.144093e+002	-1.461763e+001	1.461763e+001
3.906849562425360e-001	6.148986e+001	-7.854062e+000	7.854062e+000
3.916615187425360e-001	3.299225e-001	-3.763316e-002	3.763316e-002
3.926380812425360e-001	-6.087423e+001	7.784141e+000	-7.784141e+000
3.936146437425360e-001	-1.139203e+002	1.456303e+001	-1.456303e+001
3.945912062425360e-001	-1.516995e+002	1.978539e+001	-1.978539e+001
3.950077867943720e-001	-1.618331e+002	2.131075e+001	-2.131075e+001
3.952987324263486e-001	-1.665591e+002	2.196335e+001	-2.196335e+001
3.955784442599670e-001	-1.692158e+002	2.230954e+001	-2.230954e+001
3.958865236824721e-001	-1.699658e+002	2.240725e+001	-2.240725e+001
3.961699419248388e-001	-1.686331e+002	2.219741e+001	-2.219741e+001
3.966308721658960e-001	-1.623737e+002	2.121505e+001	-2.121505e+001
3.973744646558671e-001	-1.421061e+002	1.839901e+001	-1.839901e+001
3.981749484512188e-001	-1.079526e+002	1.399993e+001	-1.399993e+001
3.988437151093323e-001	-7.177990e+001	9.350797e+000	-9.350797e+000
3.994629982409131e-001	-3.418103e+001	4.458474e+000	-4.458474e+000
4.000814473244734e-001	5.219016e+000	-6.813073e-001	6.813073e-001
4.006917539182636e-001	4.383266e+001	-5.653380e+000	5.653380e+000
4.016683164182636e-001	1.000090e+002	-1.278082e+001	1.278082e+001
4.026448789182636e-001	1.427827e+002	-1.850800e+001	1.850800e+001
4.032350469057152e-001	1.596226e+002	-2.096705e+001	2.096705e+001
4.035530282632182e-001	1.654714e+002	-2.181421e+001	2.181421e+001
4.038146471588160e-001	1.685052e+002	-2.222433e+001	2.222433e+001
4.040819764066575e-001	1.699134e+002	-2.240096e+001	2.240096e+001
4.043851798263782e-001	1.694235e+002	-2.230735e+001	2.230735e+001
4.047723204636054e-001	1.655879e+002	-2.170612e+001	2.170612e+001
4.053995661085359e-001	1.519655e+002	-1.966722e+001	1.966722e+001
4.063761286085359e-001	1.143586e+002	-1.461116e+001	1.461116e+001
4.073526911085359e-001	6.142603e+001	-7.845910e+000	7.845910e+000
4.083292536085359e-001	2.614633e-001	-2.888991e-002	2.888991e-002
4.093058161085359e-001	-6.093814e+001	7.792302e+000	-7.792302e+000
4.102823786085359e-001	-1.139712e+002	1.456952e+001	-1.456952e+001
4.112589411085359e-001	-1.517304e+002	1.978986e+001	-1.978986e+001
4.116748538382419e-001	-1.618410e+002	2.131195e+001	-2.131195e+001
4.119656984090784e-001	-1.665630e+002	2.196386e+001	-2.196386e+001
4.122454713016269e-001	-1.692180e+002	2.230975e+001	-2.230975e+001
4.125538301837550e-001	-1.699650e+002	2.240697e+001	-2.240697e+001
4.128376503642693e-001	-1.686246e+002	2.219600e+001	-2.219600e+001
4.132992298909413e-001	-1.623416e+002	2.121015e+001	-2.121015e+001
4.140438371387836e-001	-1.420108e+002	1.838752e+001	-1.838752e+001
4.148412271968635e-001	-1.079718e+002	1.400372e+001	-1.400372e+001
4.155096477239651e-001	-7.182254e+001	9.356363e+000	-9.356363e+000
4.161293010282213e-001	-3.420388e+001	4.461370e+000	-4.461370e+000
4.167482077553075e-001	5.225022e+000	-6.813954e-001	6.813954e-001
4.173719245324860e-001	4.466827e+001	-5.759192e+000	5.759192e+000
4.183484870324860e-001	1.007076e+002	-1.287010e+001	1.287010e+001
4.193250495324860e-001	1.432506e+002	-1.857401e+001	1.857401e+001
4.199069069729337e-001	1.597368e+002	-2.098451e+001	2.098451e+001
4.202235521172387e-001	1.655279e+002	-2.182170e+001	2.182170e+001
4.204861120853740e-001	1.685456e+002	-2.223024e+001	2.223024e+001
4.207497129915442e-001	1.699155e+002	-2.240229e+001	2.240229e+001
4.210522445001155e-001	1.694214e+002	-2.230723e+001	2.230723e+001
4.214396343629834e-001	1.655785e+002	-2.170466e+001	2.170466e+001
4.220672761105780e-001	1.519355e+002	-1.966308e+001	1.966308e+001
4.230438386105780e-001	1.143091e+002	-1.460485e+001	1.460485e+001
4.240204011105780e-001	6.136367e+001	-7.837947e+000	7.837947e+000
4.249969636105780e-001	1.945976e-001	-2.035050e-002	2.035050e-002
4.259735261105780e-001	-6.100056e+001	7.800273e+000	-7.800273e+000
4.269500886105780e-001	-1.140208e+002	1.457585e+001	-1.457585e+001
4.279266511105780e-001	-1.517605e+002	1.979422e+001	-1.979422e+001
4.283419115367513e-001	-1.618486e+002	2.131313e+001	-2.131313e+001
4.286326574122568e-001	-1.665667e+002	2.196436e+001	-2.196436e+001
4.289124899515036e-001	-1.692201e+002	2.230995e+001	-2.230995e+001
4.292211217828277e-001	-1.699642e+002	2.240670e+001	-2.240670e+001
4.295053345381606e-001	-1.686163e+002	2.219462e+001	-2.219462e+001
4.299675481954302e-001	-1.623102e+002	2.120535e+001	-2.120535e+001
4.307131463519034e-001	-1.419177e+002	1.837632e+001	-1.837632e+001
4.315074253639205e-001	-1.079950e+002	1.400804e+001	-1.400804e+001
4.321755035377135e-001	-7.186964e+001	9.350368e+000	-9.350368e+000
4.328612426905584e-001	-3.009611e+001	3.917002e+000	-3.917002e+000
4.334812786764104e-001	9.476679e+000	-1.233916e+000	1.233916e+000
4.341346993628593e-001	5.058066e+001	-6.518430e+000	6.518430e+000
4.351112618628593e-001	1.056027e+002	-1.349566e+001	1.349566e+001
4.360878243628593e-001	1.464724e+002	-1.903067e+001	1.903067e+001
4.366102995759154e-001	1.605269e+002	-2.110552e+001	2.110552e+001
4.369175330603179e-001	1.659180e+002	-2.187341e+001	2.187341e+001
4.371867427508348e-001	1.688159e+002	-2.226466e+001	2.226466e+001
4.374495249485841e-001	1.699692e+002	-2.241391e+001	2.241391e+001
4.377312374448539e-001	1.693545e+002	-2.230312e+001	2.230312e+001
4.381263442662275e-001	1.652828e+002	-2.165853e+001	2.165853e+001
4.387662411129163e-001	1.509957e+002	-1.953315e+001	1.953315e+001
4.397428036129163e-001	1.127686e+002	-1.440795e+001	1.440795e+001
4.407193661129163e-001	5.942878e+001	-7.590662e+000	7.590662e+000
4.416959286129163e-001	-1.875316e+000	2.441797e-001	-2.441797e-001
4.426724911129163e-001	-6.292809e+001	8.046597e+000	-8.046597e+000
4.436490536129163e-001	-1.155476e+002	1.477095e+001	-1.477095e+001
4.446256161129163e-001	-1.526821e+002	1.992796e+001	-1.992796e+001
4.450206711542956e-001	-1.620841e+002	2.134939e+001	-2.134939e+001
4.453083681547441e-001	-1.666816e+002	2.197974e+001	-2.197974e+001
4.455900516096624e-001	-1.692855e+002	2.230880e+001	-2.230880e+001
4.459401217866873e-001	-1.698623e+002	2.237466e+001	-2.237466e+001
4.462572008278605e-001	-1.678342e+002	2.206671e+001	-2.206671e+001
4.467723926806362e-001	-1.594579e+002	2.077374e+001	-2.077374e+001
4.476001735514321e-001	-1.336622e+002	1.728841e+001	-1.728841e+001
4.483432402951658e-001	-9.940913e+001	1.291772e+001	-1.291772e+001
4.489921198997148e-001	-6.305046e+001	8.212855e+000	-8.212855e+000
4.496430139021525e-001	-2.280970e+001	2.971969e+000	-2.971969e+000
4.502569044098650e-001	1.643889e+001	-2.136435e+000	2.136435e+000
4.509642870232947e-001	6.044750e+001	-7.781279e+000	7.781279e+000
4.519408495232947e-001	1.135809e+002	-1.451519e+001	1.451519e+001
4.529174120232947e-001	1.514928e+002	-1.975101e+001	1.975101e+001
4.533384479168880e-001	1.617806e+002	-2.129820e+001	2.129820e+001
4.536300682378123e-001	1.665334e+002	-2.195546e+001	2.195546e+001
4.539093728943949e-001	1.692009e+002	-2.230363e+001	2.230363e+001
4.542155874721726e-001	1.699711e+002	-2.240456e+001	2.240456e+001
4.544963235783438e-001	1.686889e+002	-2.220223e+001	2.220223e+001
4.549529203519554e-001	1.625865e+002	-2.124305e+001	2.124305e+001
4.556897358173873e-001	1.427381e+002	-1.840209e+001	1.840209e+001
4.566662983173873e-001	9.994259e+001	-1.276865e+001	1.276865e+001
4.576428608173873e-001	4.375331e+001	-5.587266e+000	5.587266e+000
4.586194233173873e-001	-1.829955e+001	2.343188e+000	-2.343188e+000
4.595959858173873e-001	-7.790000e+001	9.959919e+000	-9.959919e+000
4.605725483173873e-001	-1.270607e+002	1.633087e+001	-1.633087e+001
4.614072953925133e-001	-1.557788e+002	2.038896e+001	-2.038896e+001
4.617674169811185e-001	-1.635578e+002	2.155651e+001	-2.155651e+001
4.620350828810461e-001	-1.673955e+002	2.207555e+001	-2.207555e+001
4.623293205339381e-001	-1.696482e+002	2.235139e+001	-2.235139e+001
4.626864876200905e-001	-1.695800e+002	2.232146e+001	-2.232146e+001
4.630535647461580e-001	-1.663116e+002	2.182407e+001	-2.182407e+001
4.636488606052858e-001	-1.543030e+002	2.000678e+001	-2.000678e+001
4.645983537507497e-001	-1.195255e+002	1.541887e+001	-1.541887e+001
4.653082328376380e-001	-8.330411e+001	1.084114e+001	-1.084114e+001
4.659267045801031e-001	-4.681038e+001	6.106117e+000	-6.106117e+000
4.665439647399351e-001	-7.860977e+000	1.024943e+000	-1.024943e+000
