astar	dijkstra	label
42	3218	b
66	2522	b
196	23126	b
3712	21969	b
77	6122	b
2849	21300	b
1577	1577	b
402	24036	b
171	15428	b
1577	1577	b
130	10932	b
107	11212	b
1577	1577	b
81	10377	b
12	516	b
97	19883	b
1577	1577	b
176	8069	b
201	22196	b
135	21260	b
30	3073	b
119	18144	b
1125	26855	b
127	9163	b
1577	1577	b
92	5890	b
45	8142	b
124	24555	b
170	22411	b
2235	14830	b
