astar                   dijkstra
0.024997949600219727    0.4590027332305908
0.0950009822845459      0.36131906509399414
1.2923362255096436      3.3254847526550293
1.2088873386383057      3.1798288822174072
0.40949082374572754     0.902001142501831
0.9129617214202881      3.307950735092163
0.3170135021209717      0.22300100326538086
0.7752020359039307      3.5059289932250977
0.6550009250640869      2.263683557510376
0.33420634269714355     0.22312641143798828
0.2975432872772217      1.569612741470337
0.21600008010864258     1.6737415790557861
0.29955625534057617     0.2219982147216797
0.38899874687194824     1.9030048847198486
0.010998010635375977    0.12999963760375977
0.4120011329650879      3.7360005378723145
0.43199706077575684     0.2716548442840576
0.8330023288726807      1.614997386932373
0.4519999027252197      3.5305614471435547
0.45999979972839355     3.3050551414489746
0.029001474380493164    0.46599864959716797
0.27799558639526367     2.650003433227539
1.130035161972046       3.8962228298187256
0.289003849029541       1.3759989738464355
0.34900593757629395     0.23699593544006348
0.2570006847381592      0.8470118045806885
0.04500269889831543     1.1929998397827148
0.3363480567932129      3.626154661178589
0.44998764991760254     3.4950125217437744
1.0109977722167969      2.269014358520508
