time	V(n001)	V(n003)	V(n005)
2.225411607065067e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.275634821350782e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.325858035636496e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.376081249922210e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.412353571350782e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.448625892779353e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.484898214207925e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.521170535636496e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.557442857065068e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.593715178493639e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.629987499922210e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.681605803493639e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.733224107065067e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.784842410636496e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.836460714207925e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.888079017779353e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.939697321350782e-004	9.000000e+000	4.279711e-001	-2.357595e-001
2.991315624922211e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.073625892779354e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.155936160636496e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.238246428493639e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.320556696350782e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.402866964207925e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.485177232065068e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.567487499922211e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.677699553493640e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.787911607065068e-004	9.000000e+000	4.279711e-001	-2.357595e-001
3.898123660636497e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.008335714207926e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.118547767779355e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.228759821350783e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.338971874922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.398960714207926e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.458949553493640e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.518938392779355e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.578927232065069e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.638916071350783e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.698904910636498e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.758893749922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.792375892779355e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.825858035636498e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.859340178493641e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.892822321350784e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.926304464207927e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.959786607065069e-004	9.000000e+000	4.279711e-001	-2.357595e-001
4.993268749922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.025355803493641e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.057442857065069e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.089529910636498e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.121616964207926e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.153704017779355e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.185791071350783e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.217878124922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.276471874922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.335065624922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.393659374922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.452253124922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.510846874922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.569440624922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.628034374922212e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.731270982065069e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.834507589207926e-004	9.000000e+000	4.279711e-001	-2.357595e-001
5.937744196350785e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.040980803493642e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.144217410636499e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.247454017779356e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.350690624922213e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.438581249922213e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.526471874922213e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.614362499922213e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.702253124922213e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.790143749922213e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.878034374922213e-004	9.000000e+000	4.279711e-001	-2.357595e-001
6.965924999922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.018938392779357e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.071951785636500e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.124965178493643e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.177978571350785e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.230991964207928e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.284005357065071e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.337018749922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.363525446350785e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.390032142779357e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.416538839207928e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.443045535636500e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.469552232065071e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.496058928493643e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.522565624922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.561628124922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.600690624922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.639753124922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.678815624922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.717878124922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.756940624922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.796003124922214e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.861572321350785e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.927141517779357e-004	9.000000e+000	4.279711e-001	-2.357595e-001
7.992710714207928e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.058279910636501e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.123849107065072e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.189418303493644e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.254987499922215e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.407052232065072e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.559116964207929e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.711181696350787e-004	9.000000e+000	4.279711e-001	-2.357595e-001
8.863246428493644e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.015311160636501e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.167375892779358e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.319440624922216e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.380824553493645e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.442208482065073e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.503592410636502e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.564976339207930e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.626360267779359e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.687744196350788e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.749128124922216e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.827253124922210e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.849574553493635e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.871895982065061e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.894217410636487e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.916538839207915e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.938860267779341e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.961181696350767e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.983503124922192e-004	9.000000e+000	4.279711e-001	-2.357595e-001
9.993268749922191e-004	9.000000e+000	4.279711e-001	-2.357595e-001
1.000000000000000e-003	9.000000e+000	4.279711e-001	-2.357595e-001
