time	V(7)	V(8)
6.357501482051423e-001	1.927764e+001	-1.927764e+001
6.364791673487910e-001	1.927157e+001	-1.927157e+001
6.365886288764743e-001	1.930282e+001	-1.930282e+001
6.368075519318408e-001	1.943004e+001	-1.943004e+001
6.372453980425739e-001	1.974453e+001	-1.974453e+001
6.375537001148195e-001	1.997479e+001	-1.997479e+001
6.378374385873984e-001	2.013996e+001	-2.013996e+001
6.382988861266247e-001	2.025507e+001	-2.025507e+001
6.390432871071698e-001	2.022313e+001	-2.022313e+001
6.400198496071698e-001	2.005215e+001	-2.005215e+001
6.409964121071698e-001	1.985728e+001	-1.985728e+001
6.419729746071698e-001	1.966431e+001	-1.966431e+001
6.429495371071698e-001	1.947321e+001	-1.947321e+001
6.439260996071698e-001	1.932197e+001	-1.932197e+001
6.447489340157473e-001	1.928274e+001	-1.928274e+001
6.448629999893896e-001	1.930719e+001	-1.930719e+001
6.450911319366741e-001	1.942529e+001	-1.942529e+001
6.455473958312432e-001	1.973824e+001	-1.973824e+001
6.457986182840158e-001	1.992704e+001	-1.992704e+001
6.460704297701518e-001	2.010456e+001	-2.010456e+001
6.464692035687909e-001	2.024961e+001	-2.024961e+001
6.471149171474174e-001	2.027322e+001	-2.027322e+001
6.479481387644555e-001	2.014519e+001	-2.014519e+001
6.486378519973205e-001	2.000665e+001	-2.000665e+001
6.492679541904127e-001	1.988097e+001	-1.988097e+001
6.498977466543594e-001	1.975615e+001	-1.975615e+001
6.505258255770556e-001	1.963256e+001	-1.963256e+001
6.515023880770556e-001	1.944194e+001	-1.944194e+001
6.524789505770556e-001	1.930064e+001	-1.930064e+001
6.531704479591128e-001	1.930098e+001	-1.930098e+001
6.532781143695323e-001	1.933329e+001	-1.933329e+001
6.534934471903713e-001	1.946024e+001	-1.946024e+001
6.539241128320492e-001	1.976825e+001	-1.976825e+001
6.542743538909186e-001	2.002120e+001	-2.002120e+001
6.545919971850774e-001	2.018228e+001	-2.018228e+001
6.551080965313406e-001	2.025377e+001	-2.025377e+001
6.559372742476325e-001	2.015504e+001	-2.015504e+001
6.569138367476325e-001	1.996485e+001	-1.996485e+001
6.578903992476325e-001	1.977083e+001	-1.977083e+001
6.588669617476325e-001	1.957869e+001	-1.957869e+001
6.598435242476325e-001	1.938842e+001	-1.938842e+001
6.608200867476325e-001	1.925136e+001	-1.925136e+001
6.615068547004486e-001	1.926175e+001	-1.926175e+001
6.616142964991784e-001	1.929653e+001	-1.929653e+001
6.618291800966381e-001	1.942830e+001	-1.942830e+001
6.622589472915573e-001	1.974397e+001	-1.974397e+001
6.626095407341781e-001	2.000237e+001	-2.000237e+001
6.629283476467940e-001	2.016709e+001	-2.016709e+001
