astar	dijkstra	label
119	3218	b
301	2522	b
2536	23126	b
5282	21969	b
1089	6122	b
3283	21300	b
1577	1577	b
3743	24036	b
2619	15428	b
1577	1577	b
1124	10932	b
882	11212	b
1577	1577	b
709	10377	b
35	516	b
835	19883	b
1577	1577	b
2395	8069	b
1019	22196	b
2462	21260	b
159	3073	b
1135	18144	b
4745	26855	b
729	9163	b
1577	1577	b
1218	5890	b
194	8142	b
945	24555	b
1233	22411	b
4257	14830	b
